Array Design Name	Affymetrix GeneChip Yeast Genome 2.0 Array [Yeast_2]
Comment[AdditionalFile:CDF]	Yeast_2.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-47
Comment[SubmittedName]	Affymetrix GeneChip Yeast Genome 2.0 Array [Yeast_2]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Surface Type Term Accession Number	#unknown_surface_type
Surface Type Term Source REF	The MGED Ontology
Term Source Name	The MGED Ontology	affymetrix_netaffx	cp450	ec	embl	genbank	go	interpro	pkr_hanks	scop	sgd
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ncbi.nlm.nih.gov/Genbank/index.html	http://godatabase.org	http://www.ebi.ac.uk/interpro	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://scop.berkeley.edu	http://genome-www.stanford.edu/Saccharomyces/
Term Source Version										
Comment[AdditionalFile:txt]	A-AFFY-47_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[interpro]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[scop]	Composite Element Database Entry[ec]	Composite Element Database Entry[go]	Composite Element Database Entry[genbank]	Composite Element Database Entry[sgd]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]
1773874_at	SPAC32A11.03c.S1	IPR001356	1773874_at	a.4.1.Homeodomain						
1773442_at	SPAC17A2.12.S1	IPR001650	1773442_at							
1773004_at	SPBC29A10.13.S1		1773004_at							
1773499_at	SPAC20H4.08.S1		1773499_at							
1776056_at	SPAC3A11.12c.S1	IPR003959	1776056_at							
1772441_at	SPBC14C8.10.S1	IPR001383	1772441_at							
1779557_at	SPBC12C2.07c.S1	IPR001045	1779557_at							
1773368_at	SPCC16C4.08c.S1	IPR001680	1773368_at							
1778965_at	SPCC338.07c.S1		1778965_at							
1777716_at	SPAC637.03.S1		1777716_at							
1775400_at	SPBC31E1.04.S1	IPR000727	1775400_at	a.3.1.monodomain cytochrome c						
1771808_at	SPBC2D10.08c.S1	IPR002136	1771808_at							
1771622_at	SPBC83.17.S1	IPR001387	1771622_at							
1776236_at	SPAC24H6.09.S1	IPR000219	1776236_at							
1777893_at	SPAC4H3.02c.S1		1777893_at							
1770018_at	SPAC222.12c.S1	IPR000194	1770018_at							
1774068_at	SPAC3G9.06.S1	IPR002319	1774068_at	a.4.5.C-terminal fragment of elongation factor SelB						
1776567_at	SPAPB17E12.07c.S1		1776567_at							
1775019_at	SPCC338.16.S1	IPR001810	1775019_at							
1778336_at	SPACUNK4.16c.S1	IPR001830	1778336_at							
1776207_at	SPBC25B2.09c.S1	IPR008909	1776207_at							
1774706_at	SPBC409.18.S1	IPR000326	1774706_at							
1777755_at	SPAC12G12.15.S1	IPR003734	1777755_at							
1775405_at	SPBC23G7.07c.S1		1775405_at							
1778208_at	SPAC1486.08.S1		1778208_at	a.2.3.Chaperone J-domain						
1779496_at	SPBC336.11.S1	IPR007258	1779496_at							
1778436_at	SPAC3C7.12.S1	IPR000938	1778436_at							
1773205_at	SPAC1D4.01.S1		1773205_at							
1771285_at	SPBC20F10.03.S1	IPR007701	1771285_at	a.3.1.monodomain cytochrome c						
1777246_at	SPBP8B7.23.S1	IPR001841	1777246_at	a.4.1.AraC type transcriptional activator						
1778712_at	SPAC1002.06c.S1		1778712_at							
1771660_s_at	SPAC1420.03.S1	IPR000717	1771660_s_at							
1769664_at	SPAC17G6.09.S1	IPR004728	1769664_at							
1771555_at	SPBC9B6.07.S1	IPR010301	1771555_at							
1770552_s_at	SPAC977.07c.S1		1770552_s_at							
1776500_at	SPBC839.04.S1		1776500_at							
1770833_at	SPBC1734.14c.S1	IPR000789	1770833_at							
1773403_at	SPBC12D12.03.S1	IPR002423	1773403_at							
1775921_at	SPCC1223.13.S1		1775921_at	a.4.5.Forkhead DNA-binding domain						
1774958_at	SPAC2F3.06c.S1		1774958_at							
1775533_at	SPCC1682.01.S1	IPR008027	1775533_at							
1775700_at	SPBPB8B6.03.S1	IPR000120	1775700_at							
1770905_at	SPCC965.07c.S1	IPR004045	1770905_at							
1772299_at	SPCC736.15.S1		1772299_at							
1772471_at	SPAC14C4.13.S1	IPR004582	1772471_at							
1776904_at	SPAC890.06.S1	IPR004870	1776904_at							
1779228_at	SPAC8C9.14.S1	IPR000232	1779228_at							
1778944_at	SPAC1782.08c.S1	IPR006055	1778944_at							
1777852_s_at	SPAC977.06.S1	IPR009340	1777852_s_at							
1779658_at	SPAC323.06c.S1	IPR000594	1779658_at							
1777438_at	SPCPB1C11.01.S1	IPR010256	1777438_at							
1779337_at	SPAC630.15.S1		1779337_at							
1776929_at	SPAC227.04.S1		1776929_at							
1771582_at	SPBC9B6.09c.S1	IPR001140	1771582_at							
1776433_at	SPACUNK4.15.S1		1776433_at							
1778301_at	SPAC4A8.15c.S1	IPR002097	1778301_at							
1769704_at	SPAC56F8.09.S1	IPR007823	1769704_at							
1770761_at	SPAC24H6.02c.S1	IPR007853	1770761_at							
1778138_at	SPBC11G11.05.S1		1778138_at							
1772042_at	SPAC139.01c.S1	IPR006085	1772042_at							
1771335_at	SPAC1071.08.S1	IPR001813	1771335_at							
1774441_at	SPAC23D3.07.S1	IPR001353	1774441_at							
1776629_at	SPCC330.11.S1	IPR002110	1776629_at	a.3.1.Two-domain cytochrome c						
1771414_at	SPAC3F10.08c.S1		1771414_at							
1776482_at	SPCC830.07c.S1	IPR001623	1776482_at	a.2.3.Chaperone J-domain						
1775375_at	SPBC23E6.08.S1		1775375_at							
1770498_at	SPAC31A2.12.S1	IPR000698	1770498_at							
1769918_at	SPAC21E11.07.S1	IPR006222	1769918_at							
1779833_at	SPCC1259.12c.S1	IPR003877	1779833_at							
1777003_at	SPBP23A10.15c.S1	IPR001431	1777003_at							
1772707_at	SPBC15D4.15.S1	IPR005834	1772707_at	a.2.11.Fe,Mn superoxide dismutase (SOD), N-terminal domain						
1772406_at	SPBC336.06c.S1	IPR002156	1772406_at							
1775850_at	SPAC1039.01.S1		1775850_at							
1772771_at	SPBC21H7.06c.S1	IPR008493	1772771_at							
1770309_at	SPAC22H10.07.S1	IPR001683	1770309_at							
1776119_at	SPCC162.06c.S1	IPR005024	1776119_at							
1775288_at	SPAC821.06.S1	IPR000038	1775288_at							
1769353_at	SPBC2D10.12.S1	IPR000449	1769353_at							
1772409_at	SPAC23H4.04.S1	IPR004506	1772409_at							
1774428_at	SPAP27G11.07c.S1		1774428_at						2.1.12	
1769893_at	SPAC4A8.05c.S1	IPR004009	1769893_at	a.4.1.Centromere-binding						
1779521_at	SPCC417.10.S1		1779521_at							
1772187_at	SPCC645.03c.S1	IPR000361	1772187_at							
1776789_at	SPCC1235.03.S1	IPR002625	1776789_at							
1771128_at	SPAC26H5.10c.S1	IPR005824	1771128_at							
1769413_at	SPBPJ4664.01.S1	IPR000092	1769413_at							
1770382_at	SPAC2E1P5.02c.S1		1770382_at							
1777742_at	SPAC9.05.S1	IPR001650	1777742_at							
1776190_at	SPBC1198.02.S1	IPR001365	1776190_at							
1774811_at	SPAC27E2.02.S1	IPR006575	1774811_at							
1776252_at	SPCC188.10c.S1		1776252_at							
1776806_at	SPAC607.04.S1	IPR005522	1776806_at							
1773350_at	SPCC126.02c.S1	IPR003034	1773350_at	a.140.2.SAP domain						
1776035_at	SPBC21C3.05.S1		1776035_at							
1769486_at	SPAC1F3.07c.S1		1769486_at							
1776412_at	SPAC27E2.11c.S1		1776412_at							
1771909_at	SPBC30B4.07c.S1	IPR004600	1771909_at							
1772413_at	SPBC1683.02.S1	IPR001365	1772413_at							
1771301_at	SPAC31G5.21.S1		1771301_at							
1779863_at	SPAC27D7.07c.S1	IPR001163	1779863_at							
1777434_at	SPBPB21E7.01c.S1	IPR000941	1777434_at							
1770875_at	SPACUNK4.07c.S1	IPR005834	1770875_at		(Q13733) Sodium/potassium-transporting ATPase alpha-4 chain (EC 3.6.3.9) (Sodium pump 4) (Na+/K+ ATPase 4)					
1778538_at	SPCC594.01.S1		1778538_at							
1772011_s_at	SPBPB10D8.07c.S1		1772011_s_at							
1770493_at	SPBC3H7.04.S1	IPR001189	1770493_at	a.2.11.Fe,Mn superoxide dismutase (SOD), N-terminal domain						
1775502_at	SPBP8B7.04.S1		1775502_at							
1772575_at	SPAC15A10.03c.S1	IPR001650	1772575_at							
1770516_at	SPAC22G7.09c.S1		1770516_at							
1774597_at	SPAC806.06c.S1	IPR004820	1774597_at							
1778164_at	SPBC19C2.11c.S1		1778164_at							
1779067_at	SPAC8E11.07c.S1	IPR004226	1779067_at							
1776493_at	SPAC30C2.06c.S1		1776493_at							
1778845_at	SPBC11C11.07.S1	IPR000039	1778845_at							
1779064_at	SPAC23C11.10.S1		1779064_at							
1775679_at	SPAC12G12.14c.S1	IPR001680	1775679_at							
1770359_at	SPCC188.04c.S1		1770359_at							
1779449_at	SPBC18H10.03.S1	IPR000504	1779449_at							
1776836_at	SPBC1105.17.S1	IPR007125	1776836_at							
1777906_at	SPAC7D4.03c.S1		1777906_at							
1774611_at	SPAC3H8.10.S1	IPR008273	1774611_at							
1776830_at	SPAC11H11.01.S1		1776830_at							
1772002_at	SPAC1782.07.S1	IPR004205	1772002_at							
1773957_at	SPBC106.14c.S1	IPR007949	1773957_at							
1776657_at	SPAC23H4.18c.S1	IPR001841	1776657_at							
1773188_at	SPCC4G3.11.S1		1773188_at							
1769370_at	SPAC17A5.12.S1	IPR000449	1769370_at	a.2.3.Chaperone J-domain						
1780136_at	SPBC19G7.07c.S1	IPR002885	1780136_at							
1777136_at	SPAC13G7.09c.S1		1777136_at							
1770499_at	SPAC26F1.04c.S1	IPR002085	1770499_at							
1773572_at	SPAC1687.23c.S1		1773572_at							
1774788_at	SPBP16F5.06.S1	IPR000504	1774788_at							
1778376_at	SPCC613.11c.S1		1778376_at							
1774970_at	SPBC19C7.10.S1	IPR003163	1774970_at							
1773752_at	SPCC553.04.S1	IPR001680	1773752_at							
1772619_at	SPAC1805.03c.S1	IPR007871	1772619_at							
1778346_at	SPAC1687.08.S1		1778346_at							
1772380_at	SPBC27.08c.S1	IPR002650	1772380_at							
1774039_at	SPAC589.07c.S1	IPR001680	1774039_at							
1778314_at	SPCC1183.10.S1		1778314_at							
1777532_at	SPCC622.06c.S1		1777532_at							
1772667_at	SPBC337.14.S1	IPR005574	1772667_at							
1779616_at	SPBC337.07c.S1	IPR000834	1779616_at							
1775551_at	SPCC1020.12c.S1	IPR007005	1775551_at							
1775979_at	SPCC126.03.S1	IPR001406	1775979_at							
1776406_at	SPCC1529.01.S1	IPR005828	1776406_at							
1776976_at	SPBC2F12.13.S1	IPR001752	1776976_at							
1771496_at	SPAC26F1.06.S1	IPR001345	1771496_at							
1772466_at	SPAC3C7.02c.S1		1772466_at							
1774514_at	SPCC16C4.16c.S1		1774514_at							
1780189_at	SPBC16E9.10c.S1	IPR003959	1780189_at							
1772931_at	SPAC16E8.12c.S1		1772931_at							
1771011_at	SPCC663.06c.S1	IPR002198	1771011_at							
1777231_at	SPBP23A10.08.S1	IPR004000	1777231_at	a.4.5.Helicase DNA-binding domain						
1771247_at	SPCC126.01c.S1	IPR001680	1771247_at							
1777636_at	SPCC417.06c.S1	IPR000961	1777636_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				1.7.2	
1779987_at	SPAC1F7.07c.S1	IPR004923	1779987_at							
1776706_at	SPBC1A4.04.S1		1776706_at							
1773014_at	SPCC663.08c.S1	IPR002198	1773014_at							
1771477_at	SPAC1610.04.S1		1771477_at							
1777625_at	SPCC1235.13.S1	IPR005828	1777625_at							
1775885_at	SPBC1347.03.S1		1775885_at							
1770119_at	SPAC11D3.16c.S1		1770119_at							
1775749_at	SPAC30C2.03.S1		1775749_at							
1774799_at	SPBP19A11.03c.S1	IPR002015	1774799_at							
1773795_at	SPBC13E7.08c.S1	IPR007149	1773795_at							
1774446_at	SPBC19G7.01c.S1	IPR000432	1774446_at	a.4.1.Recombinase DNA-binding domain						
1769652_at	SPAC959.07.S1	IPR005824	1769652_at							
1774232_at	SPCC777.07.S1	IPR002685	1774232_at							
1779915_at	SPBC83.08.S1	IPR010339	1779915_at							
1769340_at	SPAC24C9.16c.S1	IPR004202	1769340_at							
1772953_at	SPAC27F1.08.S1	IPR001046	1772953_at							
1773798_at	SPACUNK4.13c.S1	IPR004396	1773798_at							
1773265_at	SPAC1F5.11c.S1	IPR000403	1773265_at	a.1.1.Globins						
1770327_at	SPAC1F3.06c.S1		1770327_at	a.2.7.Seryl-tRNA synthetase (SerRS)						
1774639_at	SPCC16A11.06c.S1	IPR005599	1774639_at							
1776313_at	SPBC4F6.13c.S1	IPR001680	1776313_at							
1778927_at	SPBC19G7.15.S1		1778927_at							
1777811_at	SPAC9E9.13.S1		1777811_at							
1773663_at	SPAC2F7.14c.S1		1773663_at							
1776786_at	SPCPJ732.02c.S1		1776786_at							
1778071_at	SPAC3A11.11c.S1	IPR001395	1778071_at							
1779288_at	SPCC550.08.S1		1779288_at							
1778959_at	SPCC663.10.S1		1778959_at							
1775561_at	SPBC16G5.12c.S1	IPR000380	1775561_at							
1775064_at	SPBC31F10.08.S1		1775064_at							
1771156_at	SPAC4G9.04c.S1		1771156_at							
1772679_at	SPAC1F5.03c.S1		1772679_at							
1772061_at	SPAC222.07c.S1	IPR000719	1772061_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				1.2.2	
1774530_at	SPAC1A6.02.S1	IPR001680	1774530_at							
1775559_at	SPBC4C3.12.S1	IPR001766	1775559_at	a.4.5.Forkhead DNA-binding domain						
1773152_at	SPAC1A6.03c.S1	IPR002642	1773152_at							
1779899_at	SPCC584.15c.S1	IPR000698	1779899_at							
1775372_at	SPBC713.11c.S1	IPR000612	1775372_at							
1774866_at	SPBC36B7.09.S1	IPR000719	1774866_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				1.1.11	
1772428_at	SPBC1773.10c.S1	IPR004364	1772428_at							
1770929_at	SPAC9G1.08c.S1	IPR003140	1770929_at							
1777501_at	SPBC11B10.01.S1	IPR001296	1777501_at							
1772036_at	SPBC36.11.S1		1772036_at							
1770545_at	SPCC4F11.04c.S1	IPR007577	1770545_at							
1775838_at	SPBC4C3.06.S1	IPR001060	1775838_at							
1769578_at	SPAC3H1.04c.S1		1769578_at							
1771294_at	SPAC23H4.14.S1		1771294_at							
1775414_at	SPAC2G11.03c.S1	IPR001619	1775414_at							
1778946_at	SPBC1105.01.S1		1778946_at							
1772107_at	SPAC1093.02.S1	IPR000659	1772107_at							
1773249_at	SPAC607.05.S1	IPR000717	1773249_at							
1775632_at	SPCC757.10.S1		1775632_at							
1779328_at	SPCC61.01c.S1		1779328_at							
1772908_at	SPAC24H6.01c.S1	IPR004299	1772908_at							
1774793_at	SPBC19F8.01c.S1	IPR000038	1774793_at							
1776454_at	SPBC17D1.01.S1		1776454_at							
1774568_at	SPCC16C4.05.S1		1774568_at							
1776237_at	SPBC16D10.11c.S1	IPR001892	1776237_at							
1773396_at	SPBPJ4664.02.S1	IPR009306	1773396_at							
1776001_at	SPAC18G6.11c.S1	IPR007991	1776001_at							
1775061_at	SPAC821.08c.S1	IPR001680	1775061_at							
1775658_at	SPAC26A3.14c.S1		1775658_at							
1779244_at	SPAC29B12.01.S1	IPR001650	1779244_at							
1770555_at	SPBP35G2.09.S1	IPR003604	1770555_at							
1774132_at	SPBC725.07.S1	IPR001440	1774132_at							
1777822_at	SPAC1952.17c.S1	IPR000195	1777822_at							
1776785_at	SPBC1685.07c.S1	IPR002422	1776785_at							
1771699_at	SPBC16C6.06.S1	IPR002860	1771699_at							
1773563_at	SPBC776.04.S1	IPR007123	1773563_at							
1779909_at	SPAPB1A10.10c.S1	IPR001806	1779909_at							
1773956_at	SPBC530.08.S1	IPR001138	1773956_at							
1771244_at	SPAC15A10.12c.S1		1771244_at							
1771564_at	SPCC736.02.S1		1771564_at							
1772982_at	SPAPB2B4.01c.S1	IPR003737	1772982_at							
1776771_at	SPBC30B4.05.S1	IPR005043	1776771_at							
1773516_at	SPBC24C6.07.S1		1773516_at							
1776543_at	SPAC869.10c.S1	IPR004841	1776543_at							
1771127_at	SPAC29A4.09.S1		1771127_at							
1770658_at	SPBC3D6.10.S1	IPR010666	1770658_at							
1776149_at	SPAC1834.03c.S1	IPR007125	1776149_at							
1776277_x_at	SPAC1834.03c.S1	IPR007125	1776277_x_at							
1773951_at	SPBC17D1.06.S1	IPR001650	1773951_at							
1780219_at	SPBC409.03.S1	IPR010760	1780219_at							
1770143_at	SPCC777.14.S1	IPR000719	1770143_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				3.1.7	
1771054_at	SPCC162.08c.S1		1771054_at	a.2.7.Seryl-tRNA synthetase (SerRS)					2.2.11	
1778714_at	SPCC1919.01.S1	IPR000719	1778714_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				2.2.11	
1771661_at	SPCC553.12c.S1		1771661_at							
1771255_at	SPAPB24D3.03.S1	IPR006035	1771255_at							
1771995_at	SPAC26H5.11.S1	IPR001849	1771995_at							
1779998_at	SPBC18H10.13.S1		1779998_at							
1778657_at	SPBC16H5.04.S1		1778657_at							
1770322_at	SPAC30D11.05.S1	IPR000804	1770322_at							
1780034_at	SPBC2G2.13c.S1	IPR002125	1780034_at							
1779903_at	SPAC144.14.S1	IPR001752	1779903_at							
1769513_at	SPBC839.16.S1	IPR000559	1769513_at							
1773347_at	SPAPB1A10.07c.S1	IPR005016	1773347_at							
1771092_at	SPCC1223.02.S1		1771092_at							
1773537_at	SPBC577.15c.S1		1773537_at							
1777089_at	SPAC13C5.06c.S1		1777089_at							
1778990_at	SPAC8E11.03c.S1		1778990_at							
1775687_at	SPBC32H8.07.S1	IPR001680	1775687_at							
1775857_at	SPACUNK4.06c.S1	IPR005576	1775857_at							
1769825_at	SPAC186.06.S1	IPR003719	1769825_at							
1776984_at	SPAC637.12c.S1	IPR002717	1776984_at							
1775406_at	SPBC1921.03c.S1	IPR005637	1775406_at							
1776439_at	SPAC110.01.S1	IPR000719	1776439_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				2.2.11	
1770762_at	SPBC32H8.13c.S1	IPR001296	1770762_at							
1779719_at	SPBC582.10c.S1	IPR001650	1779719_at							
1772357_at	SPAC4D7.13.S1	IPR001202	1772357_at							
1778502_at	SPCC188.09c.S1		1778502_at							
1773954_at	SPAC16C9.04c.S1	IPR000504	1773954_at							
1777045_at	SPAC589.11.S1		1777045_at							
1773443_at	SPCC895.06.S1	IPR001680	1773443_at							
1772151_at	SPAC513.07.S1		1772151_at							
1773248_at	SPAPB1E7.04c.S1	IPR001223	1773248_at							
1779024_at	SPAC343.19.S1	IPR000403	1779024_at							
1769382_at	SPBC16A3.11.S1	IPR001126	1769382_at							
1769680_at	SPAC890.04c.S1	IPR001680	1769680_at							
1772760_at	SPCC594.06c.S1	IPR000727	1772760_at							
1779581_at	SPAC19E9.03.S1		1779581_at							
1772127_at	SPAC3F10.06c.S1	IPR007306	1772127_at							
1776997_at	SPCC777.08c.S1		1776997_at							
1775753_at	SPBC660.11.S1	IPR000504	1775753_at							
1771996_at	SPCC1020.02.S1		1771996_at							
1778890_at	SPAC4A8.06c.S1		1778890_at							
1776395_at	SPBC25H2.15.S1	IPR007320	1776395_at							
1779262_at	SPAC16E8.11c.S1	IPR005607	1779262_at							
1773366_at	SPAC17H9.10c.S1	IPR004871	1773366_at	a.4.5.Forkhead DNA-binding domain						
1776047_at	SPBC19C2.13c.S1		1776047_at							
1779797_at	SPAP7G5.04c.S1	IPR006163	1779797_at		(Q9NUB1) Acetyl-coenzyme A synthetase 2-like, mitochondrial precursor (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2)					
1772359_at	SPCC364.03.S1		1772359_at							
1770278_at	SPBPB21E7.02c.S1		1770278_at							
1775728_at	SPAC1486.06.S1	IPR007229	1775728_at							
1770151_at	SPAC17A2.11.S1		1770151_at	a.4.1.DNA-binding domain of human telomeric protein, hTRF1						
1770254_at	SPBC21.06c.S1	IPR000719	1770254_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				2.1.8	
1773040_at	SPCC663.07c.S1		1773040_at							
1775630_at	SPAC23C4.06c.S1		1775630_at							
1774925_at	SPAC3A11.04.S1		1774925_at							
1770194_at	SPAC2F7.09c.S1		1770194_at							
1772291_at	SPAPB1A10.05.S1		1772291_at							
1779983_at	SPAC823.02.S1		1779983_at							
1775477_at	SPAC6F6.02c.S1		1775477_at							
1773558_at	SPBC428.06c.S1		1773558_at							
1775067_at	SPAC9.13c.S1	IPR007590	1775067_at							
1775530_at	SPAC3G6.03c.S1	IPR003697	1775530_at							
1769438_at	SPBC29A10.02.S1	IPR000504	1769438_at							
1770869_at	SPBC31F10.11c.S1	IPR003107	1770869_at							
1773556_at	SPBC660.13c.S1	IPR007199	1773556_at							
1772063_at	SPBC4.04c.S1	IPR001208	1772063_at							
1776219_at	SPAC25A8.02.S1		1776219_at							
1774004_at	SPCC1020.13c.S1	IPR004177	1774004_at							
1771919_at	SPBC887.10.S1	IPR001789	1771919_at							
1776499_at	SPAC3A12.05c.S1	IPR001930	1776499_at	a.4.1.GARP response regulators						
1778230_at	SPAC343.03.S1		1778230_at							
1773304_at	SPAC7D4.07c.S1	IPR006662	1773304_at							
1778239_at	SPBPB10D8.02c.S1	IPR000917	1778239_at							
1777419_at	SPAC1B9.03c.S1	IPR007109	1777419_at							
1776435_at	SPAC1834.09.S1		1776435_at							
1777103_at	SPAC13A11.05.S1	IPR000819	1777103_at							
1777050_at	SPAPB24D3.10c.S1	IPR000322	1777050_at							
1779458_at	SPBC1271.04c.S1	IPR002773	1779458_at							
1776163_at	SPCC191.03c.S1		1776163_at							
1779838_at	SPBPB10D8.03.S1		1779838_at							
1777715_at	SPCC1322.06.S1	IPR001494	1777715_at	a.4.1.Homeodomain						
1774498_at	SPBC11G11.03.S1		1774498_at							
1769712_at	SPAC19A8.06.S1		1769712_at							
1776111_at	SPAP27G11.08c.S1		1776111_at							
1778266_at	SPCC550.01c.S1	IPR010625	1778266_at							
1777487_at	SPAC890.08.S1	IPR000054	1777487_at							
1772498_at	SPAC13F5.03c.S1	IPR001670	1772498_at							
1770135_at	SPBC725.06c.S1	IPR000719	1770135_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				1.9.3	
1779701_at	SPAC20H4.07.S1		1779701_at							
1773791_at	SPAC589.05c.S1		1773791_at							
1771797_at	SPBC1734.16c.S1	IPR003822	1771797_at	a.4.5.MarR-like transcriptional regulators						
1777127_at	SPAC4F8.13c.S1	IPR000593	1777127_at							
1775680_at	SPAC5D6.02c.S1		1775680_at							
1770386_at	SPAC2G11.15c.S1		1770386_at							
1776775_at	SPAC1782.02c.S1		1776775_at							
1773103_at	SPCC825.03c.S1	IPR006011	1773103_at							
1776373_at	SPAC23A1.02c.S1	IPR004843	1776373_at							
1774816_s_at	SPBC19G7.12c.S1		1774816_s_at							
1776494_at	SPAC8F11.06.S1		1776494_at							
1771370_at	SPAC1F5.04c.S1	IPR003104	1771370_at							
1779013_at	SPCC1235.10c.S1	IPR010326	1779013_at							
1773990_at	SPAC5D6.10c.S1		1773990_at							
1771131_at	SPCC895.05.S1	IPR003104	1771131_at							
1776972_at	SPBC216.01c.S1	IPR006887	1776972_at							
1778983_at	SPCC16A11.11.S1		1778983_at							
1773156_at	SPAC4G8.13c.S1	IPR007087	1773156_at							
1779780_at	SPBC1604.05.S1	IPR001672	1779780_at							
1770461_at	SPBC15C4.01c.S1		1770461_at							
1774262_at	SPBC3H7.08c.S1		1774262_at							
1777586_at	SPAPJ696.02.S1	IPR007461	1777586_at							
1773032_at	SPBC15C4.06c.S1	IPR001841	1773032_at							
1771379_at	SPAC1F8.07c.S1	IPR000399	1771379_at							
1774566_at	SPAC343.14c.S1	IPR000649	1774566_at							
1774636_s_at	SPBC1711.01c.S1		1774636_s_at							
1776327_at	SPBC887.11.S1	IPR001406	1776327_at							
1771669_at	SPBC365.15.S1	IPR007259	1771669_at							
1770028_at	SPAC3A12.02.S1	IPR008162	1770028_at							
1777070_at	SPBC1778.05c.S1		1777070_at							
1771008_at	SPAC144.17c.S1	IPR003094	1771008_at		(Q12471) 6-phosphofructo-2-kinase 2 (EC 2.7.1.105) (Phosphofructokinase 2 II) (6PF-2-K 2)					
1776762_at	SPCC576.13.S1		1776762_at							
1778828_at	SPBC119.10.S1	IPR000583	1778828_at							
1772157_at	SPAC821.13c.S1		1772157_at		(Q9NTI2) Potential phospholipid-transporting ATPase IB (EC 3.6.3.1) (ATPase class I type 8A member 2) (ML-1)					
1774389_at	SPCC962.04.S1	IPR004038	1774389_at							
1775621_at	SPAC2C4.11c.S1		1775621_at							
1774318_at	SPCC553.03.S1	IPR003959	1774318_at							
1774792_at	SPAC22A12.06c.S1	IPR005645	1774792_at							
1769589_at	SPAC2F3.03c.S1	IPR009668	1769589_at							
1776336_s_at	SPBCPT2R1.02.S1		1776336_s_at							
1777098_at	SPAC17A5.15c.S1	IPR000924	1777098_at							
1777600_s_at	SPAC1556.06b.S1		1777600_s_at							
1780203_at	SPAC3G9.05.S1		1780203_at							
1772895_at	SPAC13G6.04.S1	IPR004217	1772895_at							
1779547_at	SPAC29A4.19c.S1	IPR008250	1779547_at		(P05023) Sodium/potassium-transporting ATPase alpha-1 chain precursor (EC 3.6.3.9) (Sodium pump 1) (Na+/K+ ATPase 1)					
1779164_at	SPBC146.06c.S1		1779164_at							
1770617_at	SPAC1A6.06c.S1		1770617_at							
1774577_at	SPAC1805.14.S1		1774577_at							
1776205_at	SPCC5E4.03c.S1	IPR001680	1776205_at							
1779726_at	SPAC16E8.03.S1	IPR000182	1779726_at							
1772008_at	SPAC23E2.02.S1	IPR002937	1772008_at							
1772761_at	SPBC30D10.18c.S1	IPR002143	1772761_at							
1771420_at	SPBP4H10.04.S1	IPR004843	1771420_at							
1772113_at	SPAC26F1.13c.S1		1772113_at							
1775562_at	SPAC6B12.12.S1	IPR001440	1775562_at							
1779642_at	SPBC691.03c.S1	IPR008152	1779642_at							
1779966_at	SPCC736.14.S1		1779966_at							
1775281_at	SPBC14C8.08c.S1		1775281_at							
1769934_at	SPBC14F5.13c.S1	IPR001952	1769934_at							
1772834_at	SPAC3A11.10c.S1	IPR008257	1772834_at							
1774795_at	SPCC1919.11.S1	IPR001452	1774795_at							
1779240_at	SPCC4B3.17.S1	IPR007129	1779240_at							
1775796_at	SPBC2F12.09c.S1	IPR004827	1775796_at							
1772270_at	SPCC736.09c.S1	IPR002848	1772270_at							
