!Gene Symbol	EGF_Baseline	EGF_Stimulus
CG30409	0.60	0.07
Spn85F	0.96	0.97
pinta	-2.03	-0.40
Slmap	0.68	0.32
CG9265	0.83	0.59
CG2107	-1.28	1.12
CG9934	0.54	1.22
udd	-1.62	0.63
CG14647	1.56	1.13
CG3605	1.33	-1.61
Su(P)	-1.74	-0.74
Pex23	-1.73	0.27
Mst57Db	-1.85	-1.10
Acph-1	1.42	1.55
CG33060	-1.10	1.47
CycE	6.55	-4.59
CG15168	1.14	1.17
Obp57c	0.31	0.86
CR42745	-0.17	1.17
CG10300	-0.78	-0.55
Nplp2	0.72	0.40
BCL7-like	1.26	-0.64
Tom70	0.68	0.39
Pdsw	1.07	-1.30
CG32181	0.48	0.89
CG17829	-1.05	0.14
CG11438	0.75	0.49
CG11739	0.08	0.72
CG12826	-0.96	0.05
CG31551	0.93	-1.84
CG14277	-0.68	-1.06
CG14879	-0.84	1.18
Cyp12e1	-1.07	-1.34
CG13501	-0.96	0.65
CG33263	0.77	0.72
sim	0.23	-0.58
stmA	-1.15	-1.50
CG34309	-0.14	0.61
CG18853	-1.98	0.12
CG34454	-1.75	-0.94
CG14947	-1.01	0.44
l(3)05822	-1.19	-1.10
CG3386	0.47	-1.10
aret	0.53	-0.87
CoVa	-1.29	-0.78
CG17712	-1.00	0.74
CG6996	-1.88	0.45
CG31441	-1.67	-0.96
CG14969	-2.13	0.49
CG4218	0.18	0.66
BI-1	0.37	1.52
MED18	0.62	0.14
ash2	0.98	0.93
cold	-0.26	0.57
CG4996	0.36	0.20
Timp	1.48	-0.67
CG13244	0.91	0.83
CG10483	-1.12	0.31
CG2258	-1.64	1.44
CG4293	-0.25	0.72
CG7220	0.81	-1.06
CR42545	-0.33	0.51
CG5204	0.41	0.43
MESR6	-0.91	-0.63
Arfip	0.40	1.37
CG15896	-0.73	0.76
Pde6	-1.73	0.99
Octbeta2R	-1.35	-1.26
CG10063	-1.31	0.81
CG8064	1.05	0.79
CG10778	0.32	0.66
CG31496	-0.33	0.76
CG34033	0.33	-1.23
RpS26	3.24	-2.84
Kif3C	1.17	0.91
RpL11	5.00	-3.72
CR40282	0.75	1.80
AttC	-0.84	0.57
CG11913	1.18	-0.92
CG5903	0.53	1.43
vlc	0.95	7.13
CG9920	-0.38	0.98
Ance	-0.29	0.44
CG13605	-2.29	1.64
su(Hw)	-1.11	1.54
CG18135	-1.08	0.91
CG33769	0.82	0.22
CG10495	0.62	0.12
CG7685	2.10	-0.25
CG3589	0.12	0.43
CG31103	1.36	1.62
CG10970	-0.15	0.57
CG42583	0.40	0.51
CG9150	1.88	1.17
Gl	-1.52	-0.48
CG12560	-1.46	0.42
wat	-0.63	-1.25
Ugt86Da	0.14	-0.52
CG1792	-1.04	0.49
CG1750	5.36	-0.32
CG5567	0.70	0.43
eff	-0.80	1.20
CG13202	-1.54	0.30
w-cup	-0.72	2.07
CG6984	-1.91	1.14
Nhe3	-0.78	-1.72
MP1	0.91	0.58
CG2839	-1.12	1.82
CG12011	0.81	-1.08
CG32638	-0.88	0.09
CG3556	1.41	1.89
Spn88Ea	-0.30	-0.81
CG13741	-1.48	0.28
CG8679	-0.72	0.45
geminin	-0.72	-0.68
Orc2	-2.30	-0.49
tsh	-1.51	-0.37
CG34430	-0.69	0.66
Cyp4d1	-0.99	0.85
Ten-m	-0.51	-0.53
RluA-1	-1.35	1.47
PH4alphaNE2	-0.45	-0.72
CG5116	-1.09	-0.33
Bteb2	0.86	-0.60
Acp1	-1.70	1.15
ey	0.82	0.43
CG30036	-1.65	-1.93
CG13086	-1.07	-0.45
Pex13	-1.05	0.82
Spn31A	-0.68	0.91
cry	0.86	-0.39
HP1c	2.63	-0.89
heph	-2.46	-1.99
CG10513	-1.23	-0.91
CG16734	1.85	-0.70
tilB	-0.72	0.40
CG5181	0.22	0.95
CG4603	-1.65	1.66
CG13135	-1.20	1.41
CG8492	-0.78	-1.86
St2	1.19	-1.10
CG7798	-0.82	0.38
CG30049	14.91	-1.00
retn	-1.61	0.42
CG33966	-1.15	-0.58
CG4089	-0.46	-0.87
mRpS17	-1.17	0.55
Nup153	9.49	-3.99
CG13585	0.88	-1.07
tey	-1.47	-1.16
SIP2	-0.27	0.72
Cul1	0.87	1.98
CG12484	0.89	1.00
CG13040	0.31	0.63
CG14495	-1.64	0.90
CG6244	-1.41	-0.74
CG14561	0.70	0.77
mRpL1	-1.44	-0.41
CG30485	1.49	1.05
CG18557	-0.51	-0.90
CG13023	-0.51	1.24
Faa	-1.57	-0.73
CG9514	1.39	1.03
sc	-1.44	-1.07
lectin-24Db	-1.42	0.58
CG4627	-1.04	-0.37
CG5867	-0.57	0.37
CG9981	0.42	-0.25
CG5414	1.84	0.39
RpS18	2.99	-3.46
CG5447	-0.77	1.89
CG6154	0.25	-0.27
Non3	0.76	-1.06
CG3264	0.59	0.69
Or71a	1.21	-0.63
CG9248	-0.94	0.79
br	-1.16	0.08
fd64A	-0.67	0.41
CG10217	-0.10	-0.19
Lcp65APsi	1.35	0.62
RpL7	2.63	-4.25
CG14826	0.70	0.45
Gyc32E	-1.17	0.65
mt:Cyt-b	0.98	0.53
CG5989	-1.93	0.50
slx1	1.12	-0.55
Rgk3	-1.37	0.92
Peritrophin-15a	0.58	-0.40
CG12645	0.82	-0.43
TER94	-1.17	0.48
CG13067	-1.43	-0.63
Lap1	-0.79	0.64
frac	1.14	0.30
CG4592	-1.48	-0.81
CG11018	-1.30	-0.66
Klp67A	1.36	-2.77
Mst84Dd	-0.56	0.98
CG12428	0.40	0.98
Nha1	-0.89	-0.70
CG3337	-0.68	-0.48
mad2	-0.64	-1.36
aly	0.97	0.95
beta-Spec	-1.24	-0.35
CG15625	-0.82	-0.28
RpS23	2.70	-3.93
CG34411	0.83	1.08
CG7229	0.68	0.67
CG4836	-1.49	0.87
CG7192	-0.88	0.90
fit	-0.63	0.49
CG12998	1.74	0.24
CG17362	-1.29	-0.95
CG9505	-1.23	0.58
Sac1	-2.15	1.38
CG11977	0.99	0.83
Myo95E	-1.10	1.58
Clk	-0.51	0.87
CG4455	-2.03	-3.89
CG14894	-0.69	0.58
Tbc1d15-17	0.89	-0.44
CG6983	-1.42	1.73
CG6106	1.01	0.69
CG3097	-1.29	-0.97
CG15385	-0.93	-0.29
CG8878	-1.37	-1.01
CG32436	-1.67	-0.53
CG17691	0.59	0.96
Tom	0.05	0.78
fng	1.17	-0.87
Mob2	-0.53	1.04
CG15536	2.21	1.26
CG11459	-0.72	0.37
Sra-1	0.25	0.96
clumsy	-1.44	0.27
CG4610	-1.67	-1.00
CG33998	-0.78	0.78
zf30C	-1.42	1.04
Femcoat	0.50	-0.40
CG15254	0.81	1.43
Ufd1-like	-1.10	1.13
CG31207	-0.26	-0.10
Ir7c	1.25	0.60
CG12661	0.74	0.59
pr-set7	-0.56	1.54
for	0.28	0.41
CG9947	-0.31	-0.08
Spc25	-1.03	-0.85
Cyp6a15Psi	1.47	3.13
ppk22	-1.91	-1.30
Dbp80	0.19	0.43
CG30157	-0.66	-0.68
Parp	-0.93	0.52
mt:ND5	-0.82	-0.57
Gos28	-2.21	-2.00
CG15408	-0.24	-0.38
CR33283	0.65	0.08
Mpcp	-0.99	-1.35
CG5984	1.08	-1.04
ppk31	-1.09	-0.93
CG1416	-0.19	-1.29
CG12582	1.09	-0.49
CG31788	0.92	0.10
Aats-asp	0.81	0.50
gcm2	1.53	-0.61
CR32657	0.92	0.83
CG17018	2.45	-0.36
TAF1C-like	0.87	0.69
CanB	-1.11	1.31
Aef1	0.66	5.40
sgll	0.46	0.45
CG15120	0.13	1.24
CG12863	-0.64	-0.66
Ide	0.47	0.92
CG8334	1.39	-0.88
Indy	0.79	0.85
Prosbeta5	1.56	-2.16
CG5009	-1.89	-1.43
CG33758	1.35	1.12
Inx6	-1.16	-1.07
Rbp6	1.14	1.29
CG17237	-0.63	-0.66
Fbl6	1.57	1.36
CG32086	-0.56	0.30
CG31457	0.91	0.48
CG11227	1.71	-0.20
Rpt6R	0.29	1.57
CG14370	-0.96	0.31
resilin	-0.86	0.84
glob3	-1.42	0.78
CG32655	1.16	0.46
btv	0.90	0.98
CG3446	0.91	0.62
CG10907	-1.01	0.78
CG12081	0.94	1.10
Toll-6	-1.73	-0.80
c(3)G	-1.53	1.26
Tango9	0.56	0.40
CG6066	-2.44	-1.78
CtBP	-1.61	-2.58
CG33332	-1.02	-0.84
rec	-1.24	0.85
CG8960	-1.73	1.45
CG33970	1.18	1.37
CG13255	1.60	0.13
CG3645	-0.60	-2.30
Art3	1.81	-0.50
CG6523	0.60	0.36
CG11350	1.98	-0.95
nompC	0.91	1.63
Rbpn-5	0.16	0.52
CG30082	-1.38	-1.42
CG11534	-1.30	0.37
MBD-like	-1.23	-1.00
CG34357	1.26	1.16
CG9935	0.08	1.19
hoe2	-0.21	0.70
Gale	0.42	1.12
CG9253	2.22	-0.19
Dp	5.40	-3.40
CG15909	0.66	-1.76
CG5656	0.23	1.27
CG31469	0.41	0.32
Gmd	-0.81	0.43
CG6690	0.60	1.25
Or83a	0.07	-0.25
CG10919	-0.20	0.47
mRpL23	-1.02	1.17
Cam	-1.02	4.70
CG33958	-0.78	0.96
tyn	0.69	0.30
l(1)G0045	-1.99	1.26
ScpX	-1.07	0.79
CG4995	1.00	0.88
clu	-2.04	2.95
Srp72	-0.10	-0.73
CG5515	-1.51	-0.35
CG12784	-0.72	-0.47
beat-IIIb	0.57	0.44
Taz	0.87	-0.92
CG17801	0.79	0.64
CG3085	0.96	0.64
CG31272	-0.43	-2.35
CG12782	-1.47	0.84
CG9485	-1.13	-0.58
Cyp4p1	-0.97	-0.58
Mul1	0.33	-0.68
CG8712	-0.69	0.22
CG5316	-1.68	-0.55
CG3703	-1.19	0.88
CG3225	0.92	0.73
Pect	-1.59	-2.32
CG11634	-0.49	0.13
cutlet	-1.67	0.64
Adk1	0.32	0.14
CG31337	-1.44	0.80
TpnC25D	-0.46	-0.97
CG12091	-1.14	0.76
CHMP2B	-0.32	-0.96
CG11796	0.95	-1.09
CheB74a	-1.24	0.24
CG31709	-0.61	0.66
CG6733	-0.54	0.65
CG14694	0.49	1.29
Hcf	-0.94	-0.40
Dlic	-1.18	0.76
Gr23a	0.86	-0.88
CG11382	-0.51	0.12
RpL31	2.34	-3.45
Zip48C	-0.65	-0.45
CG5002	-0.47	0.66
CG30039	0.63	0.42
Acp24A4	0.99	-0.15
mRpL10	-1.77	-0.24
CG12056	-0.68	1.06
Cht11	0.99	-0.19
CG4390	-0.98	0.60
pum	-1.77	1.17
serp	1.63	1.53
RpS10b	2.38	0.56
Lint-1	-0.93	-2.31
CG7730	-0.26	-0.69
CG9399	0.77	0.86
Mlh1	-0.82	0.68
CG6271	0.43	1.19
CG7261	-1.49	0.30
CG18094	0.92	-0.51
CG15480	-0.68	-1.28
Hel25E	6.29	-1.61
Sfp93F	-1.66	-1.23
PP2A-B'	-0.35	-0.83
CG7991	1.44	0.99
FER	0.80	-2.24
CG42680	-1.70	0.75
mRpS9	-1.52	0.96
kuk	0.55	0.99
CG7142	-1.00	-0.67
Gr33a	0.09	-0.75
CG8757	-0.34	0.78
CG10151	2.93	-1.14
DIP2	0.55	-1.51
CG3565	-0.14	0.84
tty	-1.12	-0.64
CG2225	-0.22	-1.03
Syb	0.53	0.63
CG8399	-0.92	-1.36
5-HT1A	-0.10	0.46
CG9314	-0.86	-0.69
CG13366	-0.77	0.79
Nup58	0.81	0.77
CG14315	-1.27	0.50
CG13193	1.06	0.58
opa	-0.50	-0.68
daw	-1.22	-0.76
CG4078	-1.18	0.44
bcn92	-1.09	0.90
Cda4	-0.70	0.72
aurB	0.91	-1.14
CG10936	1.20	-0.88
CG31810	-1.82	-1.07
wde	-1.48	-0.69
CG12986	-1.83	-0.35
mtDNA-helicase	0.42	-0.13
CG15356	0.75	0.72
CG12420	-1.16	-1.00
CG14227	0.15	-0.09
CG8066	-1.11	-0.26
Atg1	-0.99	-0.75
cnn	-1.58	4.79
CG5791	-1.17	1.10
CG14850	-0.81	-0.41
CG13634	0.99	-0.46
prc	0.90	0.24
CG2852	-0.58	0.63
iPLA2-VIA	1.24	1.27
Gie	-1.07	0.80
Jon65Aii	-1.38	0.74
Myd88	-0.81	-0.39
14-3-3epsilon	-1.31	-0.25
ptc	-0.43	-0.85
Tcp-1eta	0.72	-1.50
CG32280	0.96	-0.29
CG12404	-0.28	-0.89
CG14545	-0.69	0.53
CG9986	-0.89	-0.90
PRL-1	-0.52	0.52
prt	-0.43	-0.66
Dl	-0.99	0.55
Srp54	-1.28	-0.71
CG15024	-0.82	-0.36
CG32856	0.93	0.87
Ts	-2.00	-0.83
mtt	1.76	-1.64
NDUFA8	-0.94	-2.03
CR31562	-0.32	-0.54
olf186-M	-0.89	0.60
Idgf2	1.38	-0.32
scaf6	1.46	1.51
Coprox	-0.97	0.51
Spt	0.55	-2.09
Mlp60A	-1.55	-0.88
Usp7	-1.71	-1.78
CG6734	-1.03	2.18
CG34125	2.20	1.68
CG30280	0.93	1.77
Gfat2	-0.78	-0.52
CG6674	0.50	1.06
CG31681	-1.60	-0.25
l(2)37Cc	0.14	-2.45
Art1	0.76	-1.16
gammaTub23C	-0.84	-0.71
dsx-c73A	-0.48	-1.22
eEF1delta	0.95	-0.95
CG13369	0.90	0.06
CG34444	0.36	-0.84
CG6415	-1.01	0.85
spir	-0.60	-0.56
Rpt3R	-1.28	-0.89
CG32284	-0.92	0.43
CG42445	-1.13	0.26
CG9632	1.10	0.68
CG32812	-0.97	-1.74
rod	-1.16	-0.51
CG31848	1.63	1.13
CG5527	1.82	-0.53
CG18545	0.49	-1.64
CG14767	0.49	1.27
CG13197	1.40	-1.04
CG30278	-2.01	-1.70
SRPK	-1.18	2.62
Trs23	-0.67	1.14
VhaM8.9	-0.30	0.35
CG8476	-1.47	-0.63
CG14921	0.53	-0.28
Cpr12A	-0.51	0.42
Or1a	0.27	0.36
CG3224	-0.72	0.93
CG11320	-1.42	-0.64
CG15743	-1.17	0.27
CG17105	0.34	1.06
CR34006	-2.04	-0.69
CG14292	-0.83	-0.34
mRpL20	-0.47	0.20
CG17732	0.33	0.49
CG10730	-0.51	0.47
Ilp8	0.80	-0.93
CG16779	-1.55	-1.68
CG42389	-1.72	1.29
fs(1)h	-1.70	-0.78
CG10949	1.40	-0.66
CG7290	-2.04	0.51
CG32845	-0.48	0.56
O-fut1	0.24	0.81
CG17580	-1.05	1.25
CG30440	-1.67	-1.49
CG7025	0.90	0.90
CG32344	1.33	0.45
gammaTub37C	0.51	1.09
roX1	-0.57	0.53
Edc3	-0.10	-1.03
CG14752	1.44	0.87
CG3349	-0.11	1.49
GV1	-0.64	0.40
Diedel3	-0.69	0.29
Lip2	0.97	-0.95
CG1218	-1.00	-0.69
FMRFa	-1.01	-0.77
CG1890	-0.99	0.20
CG18012	0.79	1.08
CG5706	-1.32	-0.72
jp	-1.16	-0.58
CG2865	-1.04	0.38
brp	1.66	1.03
CG7324	-0.15	0.90
Tdrd3	0.42	1.16
osp	-0.97	-1.02
CG30430	-2.70	-1.54
CG7033	-0.50	-3.18
Cpr76Bd	-2.03	-0.50
Rab4	-1.82	-1.05
CG30265	-0.94	-1.65
sano	0.34	1.30
CG1927	0.61	0.70
Tsp5D	0.65	1.27
CG31041	1.20	0.96
spd-2	-1.53	0.48
CG1402	-0.87	0.95
Pglym87	-0.53	-0.22
CG9896	1.88	1.27
CG5149	-0.81	-0.21
NAA20	-1.55	-0.16
mRpS28	-0.70	1.06
sut3	-0.93	0.65
hmw	-2.17	-1.62
CG7778	-1.71	0.41
Eh	0.39	1.23
Ranbp21	-0.77	0.27
CG8778	1.36	-0.89
Mapmodulin	0.35	0.96
CG42671	1.36	0.39
CG6481	0.28	0.79
CG12004	0.80	-0.72
CG3091	1.10	0.30
CG3214	1.42	0.79
Dyrk3	-1.15	0.48
Den1	-0.33	-0.52
CG15283	-1.03	0.45
Hlc	1.37	-0.33
toc	-1.12	0.79
CG14070	-1.09	0.77
CG6660	1.63	0.33
Rab3	-0.47	-0.53
POSH	1.06	0.61
CR42646	0.55	-0.42
CG15631	-0.79	-0.06
CG5131	-0.71	0.29
CG2577	0.97	1.33
CG32170	2.37	-0.58
Oseg6	0.65	1.64
CG17549	1.77	0.81
CG9099	-1.06	0.54
CG17258	-1.36	0.68
ninaC	-1.02	-0.38
Tep1	1.43	-0.66
Sep4	-0.87	-0.71
RpL32	3.88	-3.43
MAN1	-1.10	1.14
dalao	1.26	0.80
ND75	-0.95	0.29
CG12681	1.06	-0.61
Su(var)3-7	-1.04	0.16
CG32082	0.70	-0.22
Rab40	1.31	0.77
Oseg5	0.16	-0.45
CG16775	-0.43	0.54
Npc2a	-0.07	1.22
Itgbetanu	1.09	-0.94
wbl	0.43	0.87
CG7655	1.04	-0.75
CG15152	0.99	-0.69
CG7916	1.45	1.59
Pvf3	1.27	1.04
CG9990	-1.12	1.45
CG4210	-0.30	-0.74
Idh	-1.39	0.63
tefu	1.66	-1.17
CG8771	-0.18	-0.42
CG34342	1.24	0.20
ndl	1.26	0.73
CG3916	-0.43	-1.82
RpS10a	-0.82	0.87
CG12398	2.18	0.97
wfs1	0.28	-0.47
CG3107	-0.79	-0.67
Ak6	1.20	0.36
CG9799	4.22	0.86
CG3335	-0.11	-0.30
CG11034	-1.60	0.56
Eig71Eg	-1.23	-1.61
CG31861	-1.06	-0.90
Zip42C.2	0.59	0.86
dgo	-0.27	0.19
bnk	-0.56	-0.89
dpr17	-1.41	1.56
CG31029	1.10	-0.66
CG42340	1.32	1.92
egg	-2.89	-1.84
CG4806	0.76	0.65
CG5024	-0.82	0.93
hyd	-1.74	-2.39
CG8958	0.89	-0.17
CG2943	-1.08	1.33
Drice	-0.42	0.80
CG6843	-1.66	-0.28
Sld5	0.66	-0.50
bic	0.70	0.42
Sln	1.45	-1.32
U3-55K	0.32	-1.05
Tor	1.26	1.26
GstT4	-0.76	0.76
CG2059	0.33	0.68
Rlip	-0.07	0.85
Vm26Aa	0.50	0.37
CG7377	-0.07	-0.61
CG13324	-0.50	-0.26
CG12126	-1.24	-0.67
Pdcd4	-1.20	-0.94
CG10041	-1.85	-1.10
CG12828	-0.73	0.73
vir-1	-1.04	-1.15
CG14177	-0.81	0.97
CG6903	-1.83	0.45
foi	-1.22	-5.98
CG17707	1.83	0.88
CG8665	-0.62	0.75
CAHbeta	-0.63	-0.84
Trf4-2	-1.74	-0.21
Obp8a	-0.64	0.38
Grip75	0.32	0.20
CG12307	-0.47	0.37
CG15270	-1.18	-1.12
elfless	0.60	-1.11
Cyp317a1	-0.90	0.75
hgo	-0.77	1.02
CG10910	-1.36	0.48
CG3081	-0.13	-0.56
CG12975	0.60	-0.51
sofe	-0.29	0.81
alphaTub84B	3.84	-1.77
Rint1	-1.21	-0.55
CG6353	-1.81	-0.04
ru	-0.33	-0.67
Prp31	-0.27	2.55
CG34354	1.03	0.58
Rnp4F	-1.65	-1.07
CG7718	1.42	0.99
CG7251	-0.30	0.41
MED4	1.15	0.90
Vha16-5	-0.27	-0.62
ssp	0.68	-0.60
CG32473	1.41	1.63
CG14040	0.75	1.07
ZnT63C	-2.01	-0.76
Dim1	-0.53	-0.60
CG10171	1.04	1.48
CG40298	-1.60	-1.13
CG7460	-0.18	-0.94
CG31418	0.70	0.69
Osi5	0.50	0.46
CG9300	-0.26	0.84
CG14340	-0.93	0.38
morgue	-1.14	0.26
Phb2	-1.01	-1.52
CG31269	0.69	0.31
Tps1	-1.55	1.32
ntc	-1.43	0.28
CG14205	0.52	0.54
tomboy40	1.23	0.84
GIIIspla2	-1.68	0.44
nonA	1.77	1.91
CG15760	-0.39	0.14
Mur89F	0.10	-0.49
CG5276	-0.73	0.44
Rab30	0.37	1.09
CG30109	1.22	-0.84
Arr1	0.60	-0.91
CG9993	2.52	0.97
poe	-0.84	-1.06
CG2224	-1.29	-0.70
Snap29	1.03	-1.07
CG5482	-1.12	1.18
CG9875	-1.10	0.51
e(y)2b	0.73	0.92
Sgs4	-0.67	0.28
CG13716	1.97	-1.76
CG6749	-1.36	0.82
CG31139	0.21	-0.49
CG13457	1.22	0.67
CG6142	0.47	-0.80
CG2211	-1.34	0.93
CG42404	-0.08	0.51
CG15615	-1.49	-0.99
Rab11	0.76	-0.56
Cpr64Ab	-0.51	0.83
Arc1	-1.84	-1.27
CG6209	0.87	0.49
Spn47C	0.38	0.84
CCKLR-17D3	-1.01	-0.82
CG6282	-0.92	0.52
CG17122	-1.70	-0.50
Ir20a	-1.32	-0.27
CG7582	-0.58	-0.07
CG31526	1.22	0.97
CG13409	-0.96	1.23
CG5245	0.59	0.31
CG11880	-1.05	0.58
mRpL38	-1.01	-0.80
CG17341	-1.19	-1.66
CG1965	-1.58	0.46
CG30098	-1.63	-0.78
fa2h	1.63	0.49
CG31792	-1.23	-0.87
TfIIB	0.89	-0.82
CG15925	0.36	0.41
CG9119	0.65	0.82
CG13842	-1.73	-0.85
CG31642	-1.63	-0.90
CG30148	1.70	0.90
Or74a	-0.54	-0.51
cnir	-1.72	-0.05
CG31528	0.97	1.25
Npc2b	0.18	0.55
CG34263	-0.30	0.23
Dbp21E2	-1.50	1.29
CG7601	-1.11	0.68
stops	-0.87	0.55
CG4213	-0.86	-0.96
CG3603	1.32	0.42
CG2604	-1.74	1.50
Cct5	-1.25	0.62
RyR	0.50	1.20
scyl	1.19	1.37
CG10286	1.34	0.51
CG7860	1.57	-0.30
CG33458	0.70	0.52
tyf	-0.21	-0.27
CG10959	-1.61	0.54
Rootletin	-0.73	0.20
Kebab	-1.22	0.39
CG14302	-0.71	0.94
CG5111	-0.47	-0.76
CG3662	0.32	-1.20
Edem1	-0.87	-0.48
CG15027	-0.76	0.69
CG12883	0.66	0.87
mRpS22	-0.33	0.47
CG6428	-0.22	0.78
CG14958	0.89	-1.01
CG13650	-0.34	0.61
CG6790	-0.20	-0.09
CG6769	-1.01	1.42
CG9246	0.36	0.76
CG7770	0.59	-0.30
Mat89Ba	-0.74	-0.18
l(1)G0004	0.34	0.77
Cpr60D	-0.22	0.81
CG12848	1.25	-0.91
Spindly	5.85	-2.97
fwe	-0.83	0.89
Ance-5	0.61	1.16
Ir48b	-0.64	0.59
RpS8	5.62	-2.56
Rab26	1.59	0.85
CG14073	1.24	1.02
CG31974	1.78	0.82
CG11777	-0.12	1.32
RpL13	5.71	-3.66
Ir8a	-0.96	-0.41
CG11378	1.23	-0.82
CG9098	-2.06	-1.37
CG5955	-0.76	-0.50
CG1695	-1.22	0.59
CG7362	-1.67	-1.80
ImpL2	-0.31	0.12
CG6013	-0.51	-1.24
CG17290	-1.16	1.10
CG42747	-0.26	-0.30
CG7888	-0.53	0.82
hpo	-1.77	-0.29
bora	0.79	0.92
CG7236	-0.88	-1.43
Fbp2	-0.31	0.69
CG13829	1.18	0.55
Tsp96F	-0.12	-0.26
CG30413	-1.63	-0.24
AstC	-1.67	0.73
CG8516	-0.67	1.41
CG42708	0.58	1.05
qkr58E-3	-0.40	0.61
Gas41	-0.90	-1.19
CG16965	-0.57	-1.14
wge	1.58	0.50
Hug	0.89	0.56
Lsp1alpha	0.42	0.27
NELF-B	0.46	0.88
CG42369	0.97	1.71
CG14053	1.24	0.93
CG15602	-0.67	0.33
Lcp65Ae	0.35	1.68
Npc2h	-0.07	0.57
l(3)neo18	0.23	0.92
CG33342	1.11	-0.38
CG15260	-0.22	-0.41
CG2611	0.72	-0.60
comm	-0.74	1.24
CG14120	-1.05	0.39
CG11170	-1.09	-1.11
CG34112	0.74	0.29
CG13484	-0.91	-0.67
CG14269	1.57	0.80
Ets96B	-0.75	0.40
SuUR	-1.39	-0.46
Kmn1	-0.46	0.20
CG10663	-0.90	0.33
RhoGEF64C	0.89	-0.87
CG11755	-0.39	0.56
Ac3	-1.27	-0.74
AP-1mu	-1.15	0.65
lbl	-0.80	0.47
CG6337	1.05	-1.40
CG33514	-1.65	-1.45
Cht4	-0.53	0.82
Peritrophin-15b	0.81	0.47
CG1970	-1.53	0.53
CG6568	-0.98	0.68
Rpn3	-0.51	-2.03
CG7686	1.24	-0.81
CG10168	-0.98	-1.71
CG4386	-1.18	-0.93
CG7856	0.78	0.86
Pabp2	1.92	-1.72
CG2277	-1.52	0.81
DCX-EMAP	-0.82	-1.45
CG6418	0.50	0.53
CG31323	-0.54	-0.86
CG14564	-1.53	-1.70
GstE10	1.83	0.28
CG3347	-1.71	-0.53
mRpL48	0.34	-0.67
CG15479	-0.92	-0.91
Ir94h	0.78	1.02
CG7530	0.78	-1.48
Cyp1	0.25	-0.87
AGO3	1.01	0.77
CG42322	1.05	0.82
robo3	-0.71	1.54
HHEX	1.72	-1.63
Pgam5	-1.28	0.61
Nup50	0.50	0.59
Fcp3C	1.31	0.32
Men-b	-0.12	-0.50
lkb1	1.72	0.78
Dip2	0.67	-1.26
CG5404	-2.69	-2.97
crq	0.90	1.07
Muc30E	-1.08	-0.79
Rrp6	2.22	-2.55
CG5883	0.62	0.50
CG13560	1.74	1.10
CG7922	0.73	1.79
su(f)	1.77	2.34
CG13933	-1.40	-0.10
CG17129	0.74	1.72
CG1607	0.08	0.33
CG3587	-1.27	-1.15
CG3610	-0.83	0.29
Obp46a	1.31	0.14
bai	0.76	-0.41
Muc91C	-2.39	-1.57
CG14316	-1.14	-0.24
CG8726	-0.48	0.75
CG31872	0.79	-0.71
CG33792	-1.12	0.20
CG14839	-0.91	-1.53
brm	0.98	2.23
TFAM	-0.70	0.81
nAChRalpha6	-1.52	-2.59
rempA	0.11	-0.61
CG30287	1.19	-0.61
sca	0.97	-1.40
Ucp4C	0.47	0.59
CG9463	-1.60	0.66
CG12111	0.26	0.62
Gadd45	-1.12	0.35
CG2263	-1.55	1.24
Hmgs	1.26	0.36
LSm1	0.48	0.44
CG16753	-2.11	-1.16
GstE11	0.65	0.72
CG17658	1.09	-1.28
Jon74E	-0.56	0.14
CG13699	-0.71	-0.77
CG4096	-0.68	-0.61
kay	1.18	2.08
CG15741	-0.56	-0.69
CG15472	0.28	-0.81
Pfrx	0.76	1.48
CG5361	0.65	1.07
CG6024	0.49	0.88
CG6565	-0.60	1.34
CG11417	-0.29	1.22
CG6628	-1.13	0.56
CG14964	0.50	0.15
p115	0.14	0.31
CG14374	-1.00	0.65
RpII15	2.12	-1.28
CG15888	-1.39	-0.44
CG4409	0.78	1.09
CG11927	0.77	-0.58
Tsp39D	-0.95	0.86
CG34284	-1.49	-1.22
CG10602	-1.35	-0.43
CG42787	-0.75	0.51
Ras64B	2.13	-1.67
CG10467	-0.99	0.44
CG17803	-2.58	-4.29
AdSL	-1.41	1.08
CG9010	0.48	0.52
Ance-4	-1.13	0.81
yl	-1.05	0.27
CG9630	-0.73	-0.46
CG32376	0.84	1.14
twf	-0.47	0.68
can	1.40	0.63
Cpr49Ad	-0.32	0.78
CG3397	-0.24	-0.95
CG32263	-1.43	-0.93
CG12990	-1.28	0.39
AIF	-1.51	0.45
Or65a	-1.93	-0.97
mTerf3	0.49	0.39
GNBP-like3	0.69	1.00
CG8746	0.53	0.60
rhea	0.71	-1.10
GATAd	0.48	1.79
Blm	-1.96	0.91
CG42296	-0.61	1.26
CG5626	-0.56	3.50
Rbp9	-2.22	-0.66
CG34205	-2.47	-2.94
ttm3	-1.42	0.29
CG12766	-0.84	0.43
CG17560	0.50	-0.39
CG30118	1.38	0.72
CG16956	-1.61	0.67
CG4367	-1.42	-0.35
Sap-r	-0.99	-0.70
Or67c	-1.35	0.49
CG15517	1.50	0.90
CG10336	-0.50	0.40
TotC	-1.28	0.81
RIOK1	-0.72	-0.55
Drep-4	1.32	-1.95
Tfb4	-1.43	-0.64
CG32834	0.45	1.03
CG30172	1.10	0.23
sip2	0.39	0.48
